                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 1.1321,                 0.6239,                 1.4289,                 1.2052,                 0.7148,                 1.4703,                 0.8817,                0.96341,                0.96234,                0.62944,                 1.1932,                0.56627,                  1.686,                 1.2495,                0.61819,                  1.713,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.1185,                0.62404,                 1.4318,                 1.2157,                0.72648,                 1.4819,                0.92398,                0.93293,                0.96982,                0.61237,                 1.2684,                0.57994,                 1.7669,                 1.3152,                0.61924,                 1.8018,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.1168,                0.60593,                 1.4245,                 1.2015,                0.68628,                 1.4709,                0.91689,                0.95122,                0.96279,                0.61414,                 1.2489,                0.59741,                 1.7557,                 1.2584,                0.72079,                  1.764,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.0976,                0.61199,                 1.4104,                  1.166,                0.70202,                 1.4513,                0.92787,                0.96341,                0.97452,                0.64444,                 1.1801,                0.55507,                 1.6658,                  1.219,                0.57632,                 1.6761,                0.00802,                0.00802,                0.00802
                    103,                 1.0935,                0.59983,                 1.4103,                 1.1748,                0.66757,                 1.4574,                0.91223,                0.96341,                0.97649,                0.64667,                 1.1804,                 0.5568,                 1.6782,                 1.2157,                0.68111,                 1.6907,              0.0080002,              0.0080002,              0.0080002
                    104,                 1.1136,                0.60385,                 1.4053,                 1.1902,                0.69725,                 1.4474,                0.90812,                0.96427,                0.96977,                0.62992,                 1.2042,                0.55077,                 1.6805,                 1.2358,                0.61491,                 1.6945,              0.0079804,              0.0079804,              0.0079804
                    105,                 1.0819,                0.59491,                 1.4012,                 1.1581,                0.66706,                 1.4464,                0.89885,                0.97532,                0.96804,                0.63044,                 1.2396,                0.59274,                  1.687,                 1.2984,                0.63842,                 1.7259,              0.0079606,              0.0079606,              0.0079606
                    106,                 1.0976,                0.59202,                  1.417,                   1.19,                0.66437,                 1.4644,                0.90679,                 0.9878,                0.95859,                0.64518,                  1.147,                0.51567,                 1.6286,                 1.1935,                 0.5562,                 1.6536,              0.0079408,              0.0079408,              0.0079408
                    107,                 1.0959,                0.58358,                 1.3907,                 1.1809,                0.67955,                 1.4378,                0.93897,                0.94512,                0.97076,                0.62947,                 1.2106,                 0.5884,                 1.6871,                 1.2563,                0.70089,                 1.7384,               0.007921,               0.007921,               0.007921
                    108,                  1.084,                0.59878,                 1.3926,                 1.1632,                0.68683,                 1.4381,                0.93169,                0.99799,                0.96688,                 0.6382,                 1.2113,                0.58113,                  1.707,                 1.2321,                0.69857,                 1.7045,              0.0079012,              0.0079012,              0.0079012
                    109,                 1.0972,                0.60357,                 1.3935,                 1.1748,                 0.6744,                 1.4373,                0.93527,                0.90244,                0.94728,                0.59863,                 1.2706,                0.58807,                  1.788,                 1.2986,                0.76168,                 1.7725,              0.0078814,              0.0078814,              0.0078814
                    110,                 1.0812,                0.59083,                 1.3837,                 1.1731,                0.67103,                 1.4345,                0.87649,                0.96341,                0.95734,                0.63071,                 1.1899,                0.60443,                  1.666,                 1.2136,                0.83813,                 1.6796,              0.0078616,              0.0078616,              0.0078616
                    111,                 1.0749,                0.58338,                  1.389,                 1.1573,                0.66061,                 1.4386,                0.90027,                0.93576,                0.94967,                0.62497,                 1.2012,                0.64865,                 1.6728,                 1.2249,                 1.3163,                 1.7012,              0.0078418,              0.0078418,              0.0078418
                    112,                 1.0696,                0.59074,                 1.3856,                 1.1505,                0.66711,                 1.4326,                0.90321,                0.93902,                0.96277,                0.63273,                 1.2215,                0.58169,                 1.7185,                 1.2444,                0.71546,                 1.7244,               0.007822,               0.007822,               0.007822
                    113,                  1.064,                 0.5722,                  1.387,                 1.1566,                0.64591,                 1.4331,                0.93106,                0.95732,                0.97664,                0.65256,                 1.1971,                0.71946,                 1.6603,                 1.2272,                 1.2783,                 1.6667,              0.0078022,              0.0078022,              0.0078022
                    114,                 1.0707,                0.60086,                 1.3837,                 1.1561,                0.68097,                 1.4364,                0.92935,                0.96246,                0.96821,                0.65184,                 1.1769,                0.74039,                 1.6412,                 1.2264,                 1.3699,                 1.6773,              0.0077824,              0.0077824,              0.0077824
                    115,                 1.0652,                  0.574,                 1.3784,                 1.1644,                0.63417,                 1.4307,                0.90861,                0.98171,                0.97191,                0.63877,                 1.1787,                0.54484,                 1.6434,                 1.2305,                0.56898,                  1.683,              0.0077626,              0.0077626,              0.0077626
                    116,                 1.0634,                0.57549,                 1.3816,                 1.1521,                0.64679,                 1.4326,                0.88851,                0.95732,                0.96796,                0.62767,                 1.2196,                0.56706,                  1.748,                 1.2283,                0.68678,                 1.7614,              0.0077428,              0.0077428,              0.0077428
                    117,                 1.0442,                0.57005,                  1.368,                 1.1227,                0.63735,                 1.4115,                0.88666,                0.95405,                0.95178,                0.63807,                 1.1838,                0.55335,                 1.6854,                 1.1968,                0.72574,                 1.6904,               0.007723,               0.007723,               0.007723
                    118,                 1.0559,                0.58703,                 1.3588,                  1.144,                0.65938,                 1.4059,                0.89709,                 0.9568,                0.95883,                0.62617,                 1.2598,                0.59054,                 1.7316,                  1.301,                0.79096,                 1.7711,              0.0077032,              0.0077032,              0.0077032
                    119,                  1.032,                0.57652,                 1.3519,                 1.1099,                0.63288,                 1.3968,                0.91723,                  0.946,                0.95636,                 0.6242,                 1.2128,                0.56619,                 1.7009,                 1.2236,                0.69173,                 1.7127,              0.0076834,              0.0076834,              0.0076834
                    120,                 1.0257,                0.55774,                 1.3364,                 1.1012,                 0.6249,                 1.3802,                0.91154,                0.94248,                0.95856,                0.62375,                 1.2052,                0.67125,                 1.7304,                 1.2248,                 1.0775,                 1.7458,              0.0076636,              0.0076636,              0.0076636
                    121,                 1.0675,                0.57578,                 1.3742,                 1.1537,                0.65458,                 1.4204,                0.89209,                0.97561,                0.95699,                0.62943,                  1.226,                0.63759,                 1.7049,                 1.2695,                0.80134,                  1.723,              0.0076438,              0.0076438,              0.0076438
                    122,                 1.0575,                0.58617,                 1.3663,                 1.1396,                0.66563,                 1.4137,                 0.8787,                0.93293,                0.94552,                0.59901,                 1.2311,                0.67975,                 1.7406,                 1.2568,                0.98139,                 1.7353,               0.007624,               0.007624,               0.007624
                    123,                 1.0373,                0.56706,                 1.3529,                 1.1259,                0.62786,                 1.3976,                0.86459,                0.95122,                0.94406,                0.61986,                 1.1644,                0.59338,                 1.6778,                 1.2006,                0.93836,                 1.6907,              0.0076042,              0.0076042,              0.0076042
                    124,                 1.0123,                0.55793,                 1.3463,                 1.0972,                0.61219,                 1.3935,                0.89597,                0.94525,                0.94651,                0.62849,                 1.1386,                0.60074,                 1.6198,                 1.1515,                0.70944,                 1.6449,              0.0075844,              0.0075844,              0.0075844
                    125,                 1.0276,                0.56979,                 1.3497,                 1.1185,                0.61853,                  1.395,                0.94652,                0.97561,                 0.9709,                0.65402,                 1.1708,                0.58052,                 1.6462,                 1.1944,                0.61146,                 1.6566,              0.0075646,              0.0075646,              0.0075646
                    126,                 1.0149,                0.54454,                 1.3319,                 1.1023,                0.60193,                 1.3761,                0.93282,                0.97561,                0.97588,                0.65471,                 1.1689,                0.64203,                 1.6766,                  1.198,                0.94157,                 1.6688,              0.0075448,              0.0075448,              0.0075448
                    127,                 1.0251,                0.56378,                 1.3418,                 1.0934,                0.61542,                 1.3816,                 0.9205,                0.93902,                0.97096,                0.64638,                 1.1777,                0.51774,                 1.6846,                  1.201,                0.53454,                 1.6792,               0.007525,               0.007525,               0.007525
                    128,                  1.013,                0.55775,                 1.3439,                 1.0877,                0.63113,                 1.3851,                0.93116,                0.96341,                0.97145,                0.63818,                 1.1808,                0.49937,                 1.6746,                 1.1978,                  0.461,                 1.6796,              0.0075052,              0.0075052,              0.0075052
                    129,                 1.0017,                0.55208,                 1.3283,                 1.0838,                 0.6206,                  1.372,                0.91874,                 0.9878,                0.97336,                0.63848,                 1.1659,                0.52542,                  1.693,                 1.1923,                0.52051,                 1.6964,              0.0074854,              0.0074854,              0.0074854
                    130,                 1.0125,                0.56333,                 1.3139,                  1.091,                 0.6537,                 1.3536,                0.92465,                 0.9728,                0.96266,                0.62068,                 1.2119,                0.54516,                 1.7353,                 1.2426,                0.56947,                 1.7458,              0.0074656,              0.0074656,              0.0074656
                    131,                0.99393,                0.54192,                 1.3294,                 1.0762,                0.60535,                 1.3734,                0.92443,                0.96961,                0.97327,                0.64747,                 1.2035,                0.60544,                 1.7323,                 1.2305,                0.70856,                 1.7427,              0.0074458,              0.0074458,              0.0074458
                    132,                 1.0079,                0.54266,                 1.3427,                 1.0938,                0.58895,                 1.3938,                0.93484,                0.96224,                0.97584,                0.64859,                 1.1705,                0.48623,                 1.6961,                 1.2255,                0.45893,                 1.7292,               0.007426,               0.007426,               0.007426
                    133,                0.99562,                0.54012,                 1.3153,                   1.07,                0.61399,                  1.354,                0.93011,                0.97379,                0.98074,                0.66332,                 1.1527,                0.53541,                 1.6671,                 1.1742,                0.56959,                 1.6712,              0.0074062,              0.0074062,              0.0074062
                    134,                0.98572,                0.55242,                 1.3415,                 1.0702,                0.63079,                 1.3816,                0.92345,                0.95626,                0.97198,                0.65952,                 1.1555,                0.64787,                 1.6381,                 1.2041,                0.80005,                 1.6467,              0.0073864,              0.0073864,              0.0073864
                    135,                0.99442,                 0.5569,                 1.3212,                 1.0786,                0.62539,                 1.3636,                0.88492,                0.98463,                0.97622,                0.65193,                 1.1957,                0.57105,                 1.7017,                 1.2129,                0.58345,                 1.7006,              0.0073666,              0.0073666,              0.0073666
                    136,                  1.005,                0.56759,                 1.3595,                  1.086,                0.63014,                 1.4008,                0.92781,                0.96341,                0.97519,                0.66047,                 1.1666,                 0.7851,                 1.6678,                 1.1765,                0.92727,                 1.6397,              0.0073468,              0.0073468,              0.0073468
                    137,                 1.0025,                0.55365,                 1.3216,                 1.0736,                0.62077,                 1.3601,                0.90915,                0.97625,                0.96799,                0.64574,                 1.1732,                0.57541,                 1.6711,                 1.1963,                0.66667,                 1.6784,               0.007327,               0.007327,               0.007327
                    138,                0.97063,                0.53987,                 1.2986,                  1.049,                 0.5841,                 1.3417,                0.90267,                0.97561,                0.96306,                0.63717,                 1.1677,                 0.7009,                 1.6722,                 1.1912,                 1.1682,                 1.6666,              0.0073072,              0.0073072,              0.0073072
                    139,                0.98535,                 0.5479,                  1.308,                 1.0632,                0.60068,                 1.3516,                0.93977,                0.95732,                0.98184,                0.65165,                 1.1765,                0.53467,                 1.6815,                 1.2069,                0.55579,                 1.6929,              0.0072874,              0.0072874,              0.0072874
                    140,                 0.9704,                0.54801,                 1.3123,                 1.0493,                0.62871,                 1.3534,                0.90169,                0.97561,                0.96282,                0.64154,                 1.1752,                0.57144,                 1.6588,                 1.1989,                0.70772,                 1.6598,              0.0072676,              0.0072676,              0.0072676
                    141,                0.98717,                0.56362,                 1.3336,                 1.0694,                 0.6332,                 1.3723,                0.91252,                 0.9878,                0.97553,                0.64456,                 1.1913,                0.49612,                 1.6751,                 1.2184,                0.46618,                  1.676,              0.0072478,              0.0072478,              0.0072478
                    142,                 0.9892,                0.55899,                 1.3148,                 1.0656,                0.63496,                 1.3595,                0.91605,                      1,                0.97952,                0.65938,                  1.194,                0.63828,                 1.7057,                 1.2046,                  1.054,                 1.6988,               0.007228,               0.007228,               0.007228
                    143,                0.97999,                0.55886,                 1.3139,                 1.0593,                0.64247,                 1.3596,                0.91746,                0.96341,                0.96256,                0.66217,                 1.1316,                0.58749,                  1.635,                 1.1382,                0.95002,                 1.6213,              0.0072082,              0.0072082,              0.0072082
                    144,                0.97229,                 0.5397,                 1.3136,                   1.05,                0.62858,                 1.3571,                0.90942,                0.97561,                0.97069,                0.65601,                 1.1756,                0.58104,                 1.7056,                 1.1766,                0.72544,                 1.6765,              0.0071884,              0.0071884,              0.0071884
                    145,                0.96987,                0.53544,                 1.2986,                 1.0497,                0.61558,                 1.3411,                0.90246,                0.97561,                0.96981,                0.65319,                 1.1723,                 0.5429,                 1.6782,                 1.1838,                0.63106,                 1.6982,              0.0071686,              0.0071686,              0.0071686
                    146,                 0.9581,                0.52262,                 1.3023,                 1.0346,                0.58396,                 1.3457,                0.91393,                0.97119,                0.97803,                0.65956,                 1.1566,                0.55377,                 1.6719,                 1.1599,                0.67976,                 1.6648,              0.0071488,              0.0071488,              0.0071488
                    147,                0.97178,                0.54731,                 1.3092,                 1.0526,                0.60446,                 1.3528,                0.89425,                 0.9878,                0.97472,                0.64493,                 1.2042,                0.55844,                 1.7332,                 1.1953,                0.69191,                 1.7082,               0.007129,               0.007129,               0.007129
                    148,                0.95302,                0.53151,                 1.2917,                 1.0339,                0.59999,                 1.3342,                0.90923,                0.95732,                0.97118,                0.66288,                 1.1553,                 0.5865,                 1.6523,                 1.1637,                0.73006,                 1.6429,              0.0071092,              0.0071092,              0.0071092
                    149,                0.96753,                0.52676,                 1.3014,                 1.0503,                0.58122,                 1.3502,                0.96295,                0.95081,                0.97415,                0.65221,                 1.1462,                0.56433,                 1.6697,                 1.1661,                0.75497,                 1.6751,              0.0070894,              0.0070894,              0.0070894
                    150,                0.97025,                0.53432,                 1.3079,                 1.0456,                0.61962,                 1.3494,                0.90704,                0.95195,                0.94613,                0.63444,                 1.1717,                0.60909,                 1.6902,                 1.1805,                0.96173,                 1.6828,              0.0070696,              0.0070696,              0.0070696
                    151,                0.93566,                0.51551,                 1.2828,                 1.0122,                0.61197,                 1.3222,                0.93824,                0.92634,                 0.9731,                0.64628,                 1.1727,                0.58924,                 1.6943,                 1.1898,                0.89532,                 1.7115,              0.0070498,              0.0070498,              0.0070498
                    152,                 0.9098,                0.50505,                 1.2583,                0.99149,                0.57547,                  1.297,                0.89995,                0.98724,                0.95659,                0.64065,                 1.1429,                0.54656,                  1.648,                 1.1548,                0.62622,                 1.6442,                0.00703,                0.00703,                0.00703
                    153,                0.95335,                0.52762,                 1.2963,                 1.0347,                0.58874,                 1.3421,                0.91824,                0.96951,                0.94924,                0.66409,                  1.105,                0.50499,                 1.5959,                 1.1365,                0.51047,                 1.6143,              0.0070102,              0.0070102,              0.0070102
                    154,                0.95902,                0.53698,                 1.3045,                 1.0552,                0.61499,                 1.3577,                0.91171,                0.95732,                0.95387,                0.64917,                 1.1479,                0.51515,                 1.6593,                 1.1706,                0.50252,                  1.667,              0.0069904,              0.0069904,              0.0069904
                    155,                0.95239,                0.54488,                 1.2904,                 1.0345,                 0.6215,                 1.3353,                0.95309,                0.95122,                 0.9794,                0.67439,                   1.14,                0.52451,                 1.6287,                 1.1734,                0.60766,                  1.641,              0.0069706,              0.0069706,              0.0069706
                    156,                0.93331,                0.52545,                 1.2874,                 1.0075,                0.58735,                 1.3289,                0.94915,                0.95122,                0.97981,                0.65713,                 1.1805,                0.53426,                 1.6993,                 1.1955,                0.74419,                 1.6907,              0.0069508,              0.0069508,              0.0069508
                    157,                0.91799,                0.50819,                   1.27,                0.99985,                0.58832,                 1.3129,                0.89126,                0.97561,                0.95794,                0.64128,                 1.1627,                0.51767,                  1.663,                 1.1955,                0.75583,                 1.6829,               0.006931,               0.006931,               0.006931
                    158,                0.93085,                 0.5251,                 1.2675,                 1.0197,                0.61679,                 1.3172,                0.87864,                0.95122,                   0.95,                0.62331,                 1.2112,                0.52537,                 1.7735,                 1.2435,                0.60331,                 1.7943,              0.0069112,              0.0069112,              0.0069112
                    159,                0.92584,                0.50727,                 1.2671,                 1.0027,                0.57947,                   1.31,                0.93278,                0.95732,                0.97653,                 0.6757,                 1.1207,                0.49295,                 1.6383,                 1.1494,                0.48062,                 1.6594,              0.0068914,              0.0068914,              0.0068914
                    160,                0.91659,                0.51489,                 1.2572,                0.99468,                0.57774,                  1.302,                0.93624,                0.97561,                0.97271,                0.64342,                   1.19,                0.52969,                 1.7453,                 1.1925,                0.58483,                 1.7403,              0.0068716,              0.0068716,              0.0068716
                    161,                 0.9197,                0.51379,                 1.2574,                0.99367,                0.59144,                 1.2955,                0.90716,                0.95331,                0.97546,                0.64121,                 1.2179,                0.60186,                 1.8045,                 1.2285,                 0.6895,                 1.8114,              0.0068518,              0.0068518,              0.0068518
                    162,                 0.9497,                0.52745,                 1.2988,                 1.0304,                0.61781,                 1.3433,                0.92216,                0.98171,                0.96276,                0.65197,                 1.1607,                0.52832,                 1.6616,                 1.1774,                0.46954,                 1.6531,               0.006832,               0.006832,               0.006832
                    163,                0.92295,                0.52128,                 1.2545,                 1.0051,                0.57964,                 1.3002,                0.89584,                0.97561,                 0.9641,                0.65995,                 1.1247,                  0.638,                 1.6136,                 1.1504,                0.69818,                 1.6151,              0.0068122,              0.0068122,              0.0068122
                    164,                0.90591,                 0.5164,                 1.2517,                0.98505,                0.56505,                 1.2969,                0.89255,                0.93902,                0.95302,                 0.6482,                 1.1549,                0.67969,                 1.6825,                 1.1692,                0.88082,                 1.6796,              0.0067924,              0.0067924,              0.0067924
                    165,                0.90528,                0.49438,                 1.2651,                0.99452,                0.56474,                 1.3072,                0.90389,                0.97487,                0.97017,                0.66261,                 1.1379,                0.54018,                  1.665,                 1.1541,                0.66828,                 1.6767,              0.0067726,              0.0067726,              0.0067726
                    166,                0.92326,                0.50592,                 1.2703,                 1.0036,                0.55916,                 1.3105,                 0.8981,                0.96732,                0.96014,                0.65078,                 1.1311,                0.54973,                 1.6677,                 1.1768,                0.63371,                 1.6877,              0.0067528,              0.0067528,              0.0067528
                    167,                 0.9211,                0.51275,                 1.2735,                0.99714,                0.55735,                  1.316,                0.90274,                0.97561,                0.96704,                0.66481,                   1.12,                0.51423,                 1.6585,                 1.1563,                0.56763,                 1.6833,               0.006733,               0.006733,               0.006733
                    168,                0.89256,                0.50652,                  1.249,                0.97233,                0.56739,                  1.294,                 0.9298,                0.96915,                0.95179,                 0.6579,                 1.1249,                 0.5166,                 1.6681,                 1.1572,                0.57437,                 1.6942,              0.0067132,              0.0067132,              0.0067132
                    169,                0.91513,                0.50788,                 1.2652,                0.99909,                0.57561,                 1.3099,                0.93341,                0.94015,                0.96185,                0.66966,                  1.115,                0.50871,                 1.6376,                 1.1393,                0.51977,                 1.6503,              0.0066934,              0.0066934,              0.0066934
                    170,                0.88984,                0.49796,                 1.2453,                0.96784,                0.58234,                  1.291,                0.89669,                0.95732,                0.96604,                0.65139,                 1.1368,                0.54474,                 1.6818,                 1.1637,                0.62457,                 1.6996,              0.0066736,              0.0066736,              0.0066736
                    171,                0.91306,                 0.5249,                 1.2503,                  1.002,                0.61856,                 1.2988,                0.91371,                0.96846,                0.96502,                0.65427,                 1.1192,                0.51198,                 1.6599,                 1.1346,                0.55679,                 1.6496,              0.0066538,              0.0066538,              0.0066538
                    172,                0.88033,                0.49136,                 1.2324,                 0.9654,                0.54999,                 1.2771,                0.89459,                0.97561,                0.95554,                0.63983,                  1.149,                 0.4839,                 1.6817,                 1.1702,                0.48534,                 1.6983,               0.006634,               0.006634,               0.006634
                    173,                0.90516,                0.51269,                 1.2592,                0.98702,                0.57544,                 1.3095,                0.92428,                0.96763,                0.97943,                 0.6682,                 1.1336,                0.53118,                 1.6908,                 1.1502,                0.61927,                 1.6993,              0.0066142,              0.0066142,              0.0066142
                    174,                0.89567,                0.50673,                 1.2372,                0.98292,                0.55699,                 1.2824,                 0.9013,                0.96341,                0.96719,                  0.653,                 1.1421,                0.68717,                 1.6961,                 1.1759,                 1.1753,                 1.7108,              0.0065944,              0.0065944,              0.0065944
                    175,                0.89956,                0.50655,                 1.2504,                 0.9828,                0.56868,                 1.2924,                0.91414,                0.98171,                 0.9808,                0.66145,                 1.1368,                0.64661,                 1.7063,                  1.143,                0.85923,                 1.7008,              0.0065746,              0.0065746,              0.0065746
                    176,                0.88279,                0.48786,                 1.2517,                0.95924,                0.54271,                 1.2928,                0.91752,                0.97561,                 0.9758,                 0.6502,                 1.1705,                0.54543,                 1.7238,                 1.1828,                0.61606,                 1.7362,              0.0065548,              0.0065548,              0.0065548
                    177,                0.88647,                0.50604,                 1.2391,                0.98294,                0.58387,                 1.2868,                0.92789,                0.94156,                0.96788,                0.64357,                  1.174,                0.57654,                 1.7456,                 1.2001,                0.74977,                 1.7605,               0.006535,               0.006535,               0.006535
                    178,                0.89206,                0.49092,                 1.2308,                0.97831,                0.55827,                 1.2762,                0.92804,                0.94365,                0.97519,                 0.6677,                 1.1454,                0.56026,                 1.7026,                 1.1669,                0.62547,                 1.7147,              0.0065152,              0.0065152,              0.0065152
                    179,                0.88748,                0.49687,                 1.2392,                0.97099,                0.57235,                 1.2879,                0.92709,                0.93902,                0.96402,                0.64888,                 1.1461,                0.52459,                 1.7072,                 1.1603,                0.55646,                 1.7084,              0.0064954,              0.0064954,              0.0064954
                    180,                0.88468,                0.49975,                 1.2314,                0.96955,                0.56855,                 1.2774,                0.91653,                0.93734,                0.97047,                0.66523,                 1.1333,                0.50865,                 1.6693,                 1.1753,                0.53505,                 1.6913,              0.0064756,              0.0064756,              0.0064756
                    181,                0.87741,                0.50145,                 1.2395,                0.96512,                0.58231,                 1.2862,                0.89987,                0.97561,                0.96544,                0.64986,                 1.1601,                0.58748,                  1.707,                 1.1821,                0.77397,                 1.7172,              0.0064558,              0.0064558,              0.0064558
                    182,                0.87746,                0.50696,                 1.2319,                0.95291,                0.56786,                 1.2792,                0.90913,                0.97611,                0.97142,                0.65743,                 1.1372,                0.53832,                 1.7056,                 1.1573,                0.62606,                 1.6935,               0.006436,               0.006436,               0.006436
                    183,                0.86841,                 0.4883,                 1.2446,                0.94288,                0.54483,                 1.2818,                 0.8988,                0.97478,                0.96734,                0.66666,                 1.1124,                0.48584,                 1.6751,                 1.1292,                 0.5062,                 1.6653,              0.0064162,              0.0064162,              0.0064162
                    184,                0.86638,                 0.4839,                 1.2386,                0.94758,                 0.5346,                 1.2816,                0.90595,                0.97561,                 0.9617,                0.65222,                 1.1422,                0.52224,                 1.7113,                 1.1485,                0.62819,                 1.7047,              0.0063964,              0.0063964,              0.0063964
                    185,                0.86345,                 0.4809,                 1.2255,                0.95437,                0.53376,                  1.273,                0.89059,                0.99273,                0.96775,                0.66077,                 1.1261,                 0.5597,                 1.6935,                 1.1292,                0.64565,                 1.6926,              0.0063766,              0.0063766,              0.0063766
                    186,                0.86319,                0.47329,                 1.2157,                0.95995,                0.52027,                 1.2683,                0.93883,                0.95732,                0.97472,                0.66494,                  1.119,                0.57768,                 1.6882,                 1.1458,                0.66245,                 1.6685,              0.0063568,              0.0063568,              0.0063568
                    187,                0.87599,                0.49529,                 1.2428,                0.95999,                0.54998,                  1.291,                0.91856,                0.96951,                0.96454,                0.66448,                 1.1228,                0.53136,                 1.6938,                 1.1447,                0.51287,                 1.6779,               0.006337,               0.006337,               0.006337
                    188,                0.87543,                0.48254,                 1.2354,                0.95412,                0.54028,                 1.2776,                0.90281,                0.96951,                0.97159,                0.66679,                  1.143,                0.53404,                  1.682,                 1.1724,                0.56102,                 1.6803,              0.0063172,              0.0063172,              0.0063172
                    189,                0.83957,                 0.4755,                 1.2057,                0.92682,                0.53595,                 1.2513,                0.89388,                0.97585,                0.96625,                0.65593,                 1.1183,                0.61922,                  1.692,                 1.1451,                0.72436,                 1.6925,              0.0062974,              0.0062974,              0.0062974
                    190,                0.85816,                0.48091,                 1.2288,                0.94099,                0.54153,                 1.2758,                0.93325,                0.94512,                0.95217,                0.65862,                 1.1258,                0.62225,                 1.6761,                 1.1372,                0.83096,                 1.6745,              0.0062776,              0.0062776,              0.0062776
                    191,                0.85574,                0.48116,                 1.2029,                0.93235,                0.54096,                  1.246,                0.91419,                0.94512,                0.95638,                0.65764,                 1.1581,                0.62512,                 1.7427,                 1.1514,                0.83524,                 1.7135,              0.0062578,              0.0062578,              0.0062578
                    192,                0.86121,                0.49184,                 1.2275,                0.93246,                0.56819,                 1.2694,                0.91225,                0.94512,                 0.9675,                0.65925,                 1.1414,                0.63063,                 1.7197,                 1.1548,                0.71698,                 1.7007,               0.006238,               0.006238,               0.006238
                    193,                 0.8451,                0.47823,                 1.2203,                0.92808,                0.53266,                  1.263,                0.91303,                0.93902,                0.95794,                0.65416,                 1.1191,                0.57634,                 1.6818,                 1.1421,                0.69124,                 1.6886,              0.0062182,              0.0062182,              0.0062182
                    194,                0.83757,                0.48001,                   1.21,                0.91563,                0.54978,                 1.2519,                0.90954,                0.98093,                0.98002,                0.65982,                 1.1622,                0.53548,                 1.7363,                  1.178,                0.57413,                 1.7298,              0.0061984,              0.0061984,              0.0061984
                    195,                0.85179,                0.48228,                 1.2219,                0.92546,                0.54834,                 1.2603,                0.91796,                0.96951,                0.96955,                 0.6632,                 1.1341,                  0.601,                 1.7246,                 1.1501,                 1.0126,                 1.7186,              0.0061786,              0.0061786,              0.0061786
                    196,                0.84816,                0.49306,                  1.221,                 0.9393,                 0.5778,                  1.268,                0.88148,                0.97561,                0.95948,                0.65867,                 1.1219,                0.65317,                 1.7147,                 1.1297,                 1.3384,                 1.6853,              0.0061588,              0.0061588,              0.0061588
                    197,                0.84898,                0.48446,                   1.21,                0.93297,                 0.5546,                 1.2572,                0.92497,                0.97729,                0.97111,                0.65862,                 1.1153,                0.67272,                 1.6987,                 1.1367,                 1.1054,                 1.6893,               0.006139,               0.006139,               0.006139
                    198,                 0.8278,                0.46714,                 1.1999,                0.91578,                0.53407,                 1.2479,                0.89001,                 0.9868,                 0.9502,                0.63836,                 1.1232,                0.63849,                  1.737,                 1.1285,                0.95189,                 1.7076,              0.0061192,              0.0061192,              0.0061192
                    199,                0.81802,                0.47566,                 1.1893,                0.90901,                0.54144,                 1.2376,                0.94543,                0.95732,                 0.9686,                0.66204,                 1.1181,                0.53771,                  1.717,                 1.1398,                0.63576,                 1.7182,              0.0060994,              0.0060994,              0.0060994
                    200,                0.83712,                0.46696,                 1.1937,                0.91795,                0.52039,                  1.236,                0.93962,                0.94892,                0.96729,                0.66731,                 1.1126,                0.51999,                  1.685,                 1.1237,                0.64164,                 1.6777,              0.0060796,              0.0060796,              0.0060796
                    201,                0.81608,                0.46311,                 1.1848,                 0.8887,                0.53382,                 1.2242,                0.91592,                0.96951,                0.96509,                0.66193,                 1.1404,                0.53473,                 1.7112,                  1.154,                 0.6946,                 1.6964,              0.0060598,              0.0060598,              0.0060598
                    202,                0.81354,                0.46501,                 1.1919,                0.89064,                0.51779,                  1.236,                0.92829,                0.95732,                0.96323,                0.64834,                 1.1353,                0.57745,                 1.7276,                 1.1589,                0.89763,                 1.7183,                0.00604,                0.00604,                0.00604
                    203,                0.82042,                0.46457,                 1.1996,                0.90148,                0.51885,                 1.2403,                 0.9391,                0.96341,                0.96688,                0.65749,                 1.1212,                0.56964,                 1.7171,                 1.1426,                0.80018,                 1.7192,              0.0060202,              0.0060202,              0.0060202
                    204,                0.80401,                0.45201,                 1.1749,                0.88718,                0.50367,                 1.2193,                0.92868,                0.95273,                0.97078,                 0.6655,                 1.1079,                0.56184,                 1.7038,                 1.1341,                0.64705,                 1.7005,              0.0060004,              0.0060004,              0.0060004
                    205,                0.81333,                0.48261,                  1.204,                0.89234,                0.54045,                 1.2436,                0.89489,                0.98635,                0.96261,                0.65773,                 1.1148,                0.53536,                 1.6959,                 1.1258,                0.59232,                 1.6897,              0.0059806,              0.0059806,              0.0059806
                    206,                0.81648,                0.45921,                 1.1941,                0.89665,                0.50117,                 1.2394,                0.92963,                 0.9666,                 0.9637,                0.65673,                 1.1343,                0.54107,                 1.7203,                 1.1549,                0.64015,                 1.7173,              0.0059608,              0.0059608,              0.0059608
