                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    207,                0.81717,                0.45897,                 1.1938,                0.89141,                0.51269,                 1.2293,                0.93448,                0.95656,                 0.9733,                0.67509,                 1.1082,                0.56663,                 1.7067,                 1.1095,                0.79829,                 1.6777,               0.005941,               0.005941,               0.005941
                    208,                0.81265,                0.47158,                 1.1823,                0.88711,                0.53693,                 1.2244,                0.90489,                0.97561,                0.96913,                0.67058,                 1.1089,                0.51859,                  1.708,                 1.1217,                0.65184,                 1.6918,              0.0059212,              0.0059212,              0.0059212
                    209,                0.82509,                0.47582,                 1.2041,                   0.92,                0.54118,                 1.2483,                 0.9089,                0.97341,                0.96197,                0.66847,                 1.1012,                0.55253,                 1.6806,                 1.1097,                0.71017,                 1.6712,              0.0059014,              0.0059014,              0.0059014
                    210,                 0.8125,                0.46325,                 1.1862,                0.89001,                0.52596,                  1.229,                 0.9058,                0.96951,                0.95835,                0.66731,                 1.1223,                0.53779,                 1.7239,                 1.1241,                0.66455,                 1.7059,              0.0058816,              0.0058816,              0.0058816
                    211,                0.82409,                0.47359,                 1.1909,                0.90098,                0.53061,                 1.2339,                0.94421,                0.95732,                0.97196,                0.66542,                  1.122,                0.52888,                 1.7144,                 1.1373,                0.65048,                 1.7101,              0.0058618,              0.0058618,              0.0058618
                    212,                0.82535,                0.47413,                 1.1963,                0.89943,                0.52784,                 1.2383,                0.92406,                0.96454,                0.96569,                0.65998,                 1.1194,                0.56234,                 1.7261,                 1.1328,                0.65165,                 1.7198,               0.005842,               0.005842,               0.005842
                    213,                0.81517,                0.46587,                 1.1943,                0.89335,                0.52456,                 1.2411,                0.92543,                0.94512,                0.95152,                0.66718,                 1.1044,                0.63975,                 1.7077,                 1.1112,                0.79902,                 1.7151,              0.0058222,              0.0058222,              0.0058222
                    214,                0.80727,                 0.4516,                 1.1873,                0.88949,                0.49446,                 1.2293,                0.93787,                0.94512,                0.96688,                0.66458,                 1.1169,                0.64264,                 1.7261,                 1.1222,                0.77587,                 1.7174,              0.0058024,              0.0058024,              0.0058024
                    215,                0.80887,                0.47065,                 1.1829,                0.89465,                0.52882,                 1.2282,                0.92187,                0.93902,                0.96828,                0.64593,                 1.1548,                0.68019,                 1.7824,                 1.1628,                0.87117,                 1.7657,              0.0057826,              0.0057826,              0.0057826
                    216,                0.81313,                0.45465,                 1.1822,                0.89305,                0.51123,                 1.2265,                0.90453,                0.98207,                0.96979,                0.66319,                 1.1209,                 0.5346,                 1.7202,                 1.1364,                0.66298,                 1.7183,              0.0057628,              0.0057628,              0.0057628
                    217,                0.80875,                0.47168,                 1.1888,                0.88599,                0.53326,                  1.232,                0.91273,                0.96951,                0.97143,                0.66793,                 1.1308,                0.53378,                 1.7368,                   1.14,                0.61744,                 1.7199,               0.005743,               0.005743,               0.005743
                    218,                0.79904,                0.46688,                 1.1744,                0.87785,                0.53339,                 1.2169,                0.92269,                0.95732,                0.96917,                0.67683,                 1.1117,                0.55828,                 1.6956,                 1.1175,                0.73126,                 1.6821,              0.0057232,              0.0057232,              0.0057232
                    219,                0.78322,                0.45178,                 1.1668,                0.85535,                0.49997,                 1.2123,                0.92057,                0.98934,                0.97955,                0.67758,                 1.1251,                 0.5225,                 1.7167,                 1.1255,                0.65891,                 1.7046,              0.0057034,              0.0057034,              0.0057034
                    220,                0.80192,                0.45832,                 1.1755,                 0.8847,                0.51119,                 1.2175,                0.91998,                0.95732,                0.95416,                0.65515,                  1.136,                  0.577,                 1.7078,                 1.1402,                0.71984,                 1.6927,              0.0056836,              0.0056836,              0.0056836
                    221,                0.78477,                0.44972,                 1.1715,                0.86995,                0.52404,                 1.2159,                0.90319,                0.96714,                0.96153,                0.66422,                 1.1242,                0.51647,                 1.7105,                 1.1303,                0.62312,                 1.6944,              0.0056638,              0.0056638,              0.0056638
                    222,                0.78021,                0.44673,                 1.1581,                0.86954,                0.50826,                 1.2018,                0.90878,                0.97561,                0.95912,                0.66632,                 1.1271,                 0.5506,                 1.7295,                  1.133,                0.72635,                 1.7109,               0.005644,               0.005644,               0.005644
                    223,                0.79123,                0.44865,                 1.1598,                0.87895,                0.51226,                 1.2078,                0.92104,                0.97561,                0.96652,                0.65912,                   1.12,                0.52709,                 1.7193,                  1.122,                 0.7215,                 1.6947,              0.0056242,              0.0056242,              0.0056242
                    224,                0.78045,                0.44069,                  1.164,                0.86773,                0.48183,                 1.2114,                0.89655,                0.97561,                0.96457,                0.66546,                 1.1111,                0.54162,                 1.7135,                 1.1181,                0.72166,                 1.7042,              0.0056044,              0.0056044,              0.0056044
                    225,                0.75737,                0.43047,                 1.1471,                0.84879,                0.49256,                 1.1945,                0.91984,                0.97958,                0.97465,                0.66301,                 1.1378,                0.55439,                  1.738,                 1.1588,                0.72873,                 1.7409,              0.0055846,              0.0055846,              0.0055846
                    226,                0.78605,                0.45275,                 1.1632,                0.87807,                0.50389,                 1.2086,                0.90895,                0.97399,                 0.9695,                0.66004,                 1.1424,                0.59464,                  1.731,                 1.1573,                0.82765,                 1.7366,              0.0055648,              0.0055648,              0.0055648
                    227,                0.78894,                0.45888,                 1.1685,                0.87397,                  0.517,                 1.2175,                0.92768,                0.93863,                0.97316,                0.66819,                  1.134,                0.61846,                 1.7316,                 1.1402,                0.86748,                 1.7273,               0.005545,               0.005545,               0.005545
                    228,                0.78147,                 0.4519,                 1.1633,                0.86639,                 0.5004,                 1.2084,                0.94041,                0.96223,                0.97326,                0.66499,                 1.1167,                0.61875,                 1.7212,                  1.125,                0.75437,                 1.7074,              0.0055252,              0.0055252,              0.0055252
                    229,                0.77646,                0.43746,                 1.1594,                0.86997,                0.49391,                 1.2082,                0.90795,                0.96951,                0.96991,                0.66276,                 1.1411,                0.59949,                 1.7338,                 1.1416,                 0.7752,                 1.7156,              0.0055054,              0.0055054,              0.0055054
                    230,                 0.7688,                0.44116,                 1.1575,                0.85996,                0.49489,                 1.2035,                0.93973,                0.96951,                0.96799,                0.66635,                 1.1228,                0.58072,                 1.7357,                 1.1389,                0.76903,                 1.7221,              0.0054856,              0.0054856,              0.0054856
                    231,                0.76094,                 0.4347,                 1.1427,                0.84804,                0.48452,                 1.1849,                0.88593,                0.94718,                0.95597,                0.65038,                 1.1408,                0.56578,                 1.7369,                 1.1409,                0.72774,                 1.7081,              0.0054658,              0.0054658,              0.0054658
                    232,                0.76787,                0.43556,                 1.1596,                 0.8575,                0.48604,                 1.2066,                  0.906,                0.94033,                0.96901,                0.66738,                 1.1254,                0.56234,                 1.7379,                 1.1258,                0.70638,                 1.7172,               0.005446,               0.005446,               0.005446
                    233,                0.74833,                0.44103,                 1.1367,                0.83595,                 0.5156,                 1.1812,                0.92178,                0.94512,                 0.9635,                0.65619,                 1.1421,                0.54815,                   1.74,                 1.1473,                0.77833,                 1.7189,              0.0054262,              0.0054262,              0.0054262
                    234,                0.75457,                0.43392,                 1.1539,                0.84703,                0.49608,                  1.201,                0.88378,                0.95732,                0.95737,                 0.6483,                 1.1509,                0.59568,                 1.7818,                 1.1593,                0.80273,                 1.7528,              0.0054064,              0.0054064,              0.0054064
                    235,                0.76247,                0.43954,                 1.1464,                0.84315,                0.48883,                 1.1923,                0.91569,                0.94512,                0.96082,                0.65211,                 1.1434,                0.53883,                 1.7579,                 1.1621,                0.65112,                 1.7604,              0.0053866,              0.0053866,              0.0053866
                    236,                0.77508,                0.45275,                 1.1693,                0.86896,                0.52539,                 1.2202,                 0.9082,                0.97561,                0.96843,                0.66698,                 1.1494,                0.55905,                 1.7598,                 1.1547,                0.82045,                 1.7378,              0.0053668,              0.0053668,              0.0053668
                    237,                  0.744,                 0.4259,                 1.1368,                 0.8177,                0.47227,                 1.1771,                0.89673,                0.96341,                0.96413,                0.65661,                 1.1526,                0.55116,                  1.769,                 1.1581,                 0.7473,                 1.7476,               0.005347,               0.005347,               0.005347
                    238,                 0.7549,                0.43007,                 1.1411,                0.83396,                0.48393,                 1.1836,                0.91906,                0.96932,                0.97169,                0.67059,                 1.1577,                0.53428,                 1.7572,                 1.1699,                0.68593,                 1.7357,              0.0053272,              0.0053272,              0.0053272
                    239,                0.76526,                0.44612,                 1.1455,                0.85373,                0.50882,                 1.1895,                0.93362,                 0.9434,                0.96019,                0.66232,                 1.1573,                0.56482,                 1.7928,                 1.1748,                0.83083,                 1.7594,              0.0053074,              0.0053074,              0.0053074
                    240,                0.74258,                0.41857,                  1.136,                0.80628,                 0.4518,                 1.1721,                0.91138,                0.97561,                0.96256,                0.65102,                 1.1592,                0.53653,                 1.8093,                 1.1752,                0.63907,                 1.7975,              0.0052876,              0.0052876,              0.0052876
                    241,                0.75953,                0.44484,                 1.1553,                0.84256,                0.52149,                 1.1992,                0.93528,                0.96921,                  0.965,                0.65181,                 1.1481,                0.60925,                 1.7637,                 1.1674,                0.73173,                 1.7604,              0.0052678,              0.0052678,              0.0052678
                    242,                0.73884,                0.42496,                 1.1326,                0.81874,                0.48705,                 1.1772,                0.92217,                0.91463,                0.96227,                0.64869,                 1.1277,                0.56439,                 1.7521,                 1.1385,                0.63244,                 1.7178,               0.005248,               0.005248,               0.005248
                    243,                0.74201,                0.43896,                 1.1438,                0.82622,                0.50655,                 1.1918,                0.91172,                0.97561,                0.95203,                 0.6519,                 1.1334,                0.50454,                 1.7506,                 1.1411,                0.51893,                 1.7353,              0.0052282,              0.0052282,              0.0052282
                    244,                0.73096,                0.41718,                 1.1319,                0.79981,                0.46883,                  1.172,                0.92935,                0.93902,                0.95702,                0.66209,                 1.1122,                0.53076,                 1.7338,                 1.1168,                0.61527,                  1.721,              0.0052084,              0.0052084,              0.0052084
                    245,                0.75071,                0.42625,                 1.1559,                0.83365,                0.47942,                 1.1996,                0.89965,                0.98395,                0.96694,                0.66448,                 1.1152,                0.49068,                 1.7462,                 1.1202,                0.62115,                 1.7397,              0.0051886,              0.0051886,              0.0051886
                    246,                0.75251,                0.43454,                 1.1436,                0.83325,                0.49223,                 1.1836,                0.92283,                0.95732,                0.96961,                0.66964,                 1.1087,                  0.496,                 1.7279,                 1.1068,                0.65192,                 1.7258,              0.0051688,              0.0051688,              0.0051688
                    247,                0.73377,                0.42105,                 1.1393,                0.81316,                0.45659,                 1.1786,                0.88251,                0.98171,                0.96005,                0.66377,                 1.1133,                 0.5578,                  1.736,                 1.1245,                0.66963,                 1.7404,               0.005149,               0.005149,               0.005149
                    248,                0.73882,                0.42132,                  1.131,                0.82154,                0.45917,                 1.1756,                0.89431,                0.98033,                0.96055,                0.65971,                 1.1272,                0.52368,                   1.76,                  1.134,                0.58936,                 1.7614,              0.0051292,              0.0051292,              0.0051292
                    249,                0.74562,                0.43409,                 1.1441,                0.82216,                 0.4937,                 1.1883,                0.91895,                 0.9679,                0.97132,                0.66544,                 1.1262,                0.52187,                 1.7651,                 1.1209,                0.60755,                 1.7521,              0.0051094,              0.0051094,              0.0051094
                    250,                0.75378,                0.43257,                 1.1586,                0.81608,                 0.4678,                 1.1943,                0.88974,                0.98407,                0.97203,                0.67518,                 1.1232,                0.53796,                 1.7508,                 1.1257,                0.65027,                 1.7517,              0.0050896,              0.0050896,              0.0050896
                    251,                0.71847,                0.42868,                 1.1236,                 0.7937,                0.50648,                 1.1617,                0.90669,                0.95732,                  0.969,                0.66993,                 1.1172,                 0.5495,                 1.7533,                 1.1197,                0.75256,                 1.7531,              0.0050698,              0.0050698,              0.0050698
                    252,                0.74059,                0.42826,                 1.1455,                0.81885,                0.47043,                 1.1865,                0.91803,                0.97561,                0.96722,                0.65429,                  1.142,                 0.5307,                 1.8012,                 1.1439,                0.74592,                 1.7801,                0.00505,                0.00505,                0.00505
                    253,                0.72285,                 0.4205,                 1.1325,                0.80976,                0.45097,                 1.1759,                0.89699,                 0.9878,                0.95868,                0.65262,                 1.1393,                0.59968,                 1.7803,                 1.1326,                0.96583,                 1.7534,              0.0050302,              0.0050302,              0.0050302
                    254,                0.74697,                0.43498,                 1.1354,                0.83124,                0.48144,                 1.1811,                 0.9147,                0.98081,                 0.9612,                0.64582,                 1.1473,                0.65807,                 1.7963,                 1.1489,                0.96648,                 1.7751,              0.0050104,              0.0050104,              0.0050104
                    255,                0.73239,                0.41986,                 1.1369,                0.80672,                0.47796,                 1.1751,                0.89186,                0.98171,                0.96219,                0.65867,                 1.1403,                0.64432,                 1.7778,                 1.1372,                0.85512,                  1.756,              0.0049906,              0.0049906,              0.0049906
                    256,                0.73527,                0.41914,                 1.1292,                0.80799,                0.47298,                 1.1714,                0.89392,                0.98171,                0.96437,                0.65985,                 1.1266,                0.58821,                   1.77,                 1.1267,                0.71911,                 1.7554,              0.0049708,              0.0049708,              0.0049708
                    257,                0.73523,                0.43523,                 1.1275,                0.81055,                0.50091,                 1.1695,                0.92469,                0.97561,                0.97168,                0.67537,                 1.0943,                0.58171,                 1.7189,                 1.0937,                0.74729,                 1.7049,               0.004951,               0.004951,               0.004951
                    258,                0.73777,                0.42833,                 1.1359,                0.81386,                0.47521,                 1.1799,                0.90442,                 0.9878,                0.97003,                0.66974,                 1.1032,                0.49156,                 1.7214,                 1.1053,                0.56691,                  1.705,              0.0049312,              0.0049312,              0.0049312
                    259,                0.73148,                0.42885,                 1.1313,                0.80419,                0.46923,                 1.1699,                0.92507,                0.97561,                0.96867,                0.66779,                 1.0969,                0.46426,                 1.7396,                 1.1089,                0.48625,                  1.731,              0.0049114,              0.0049114,              0.0049114
                    260,                0.71704,                0.41327,                 1.1245,                 0.7883,                0.44404,                 1.1624,                0.94124,                0.97679,                 0.9803,                0.67791,                 1.1208,                 0.4938,                 1.7693,                 1.1351,                0.53461,                 1.7655,              0.0048916,              0.0048916,              0.0048916
                    261,                0.72114,                0.40774,                 1.1193,                0.79393,                 0.4499,                 1.1568,                 0.9144,                 0.9878,                0.96912,                0.66334,                 1.1064,                0.49347,                 1.7475,                   1.12,                 0.5466,                 1.7418,              0.0048718,              0.0048718,              0.0048718
                    262,                0.70714,                0.41721,                 1.1325,                0.78558,                0.47456,                 1.1792,                0.90195,                0.96341,                0.95326,                0.66863,                 1.1133,                0.47427,                 1.7459,                 1.1122,                0.53948,                 1.7241,               0.004852,               0.004852,               0.004852
                    263,                0.72644,                0.42212,                 1.1325,                0.80677,                0.47492,                 1.1751,                0.92266,                0.96341,                0.96151,                0.66247,                 1.1171,                 0.4983,                 1.7496,                 1.1223,                0.60743,                 1.7259,              0.0048322,              0.0048322,              0.0048322
                    264,                0.71775,                0.41014,                 1.1201,                0.78908,                0.44946,                 1.1575,                0.90698,                0.97561,                0.96793,                 0.6619,                 1.1147,                0.51296,                 1.7413,                 1.1254,                 0.6258,                  1.738,              0.0048124,              0.0048124,              0.0048124
                    265,                 0.7222,                0.43509,                  1.135,                0.80219,                0.49562,                 1.1824,                0.91822,                0.98171,                0.96974,                0.66203,                 1.1136,                0.51512,                  1.758,                 1.1262,                0.60676,                 1.7522,              0.0047926,              0.0047926,              0.0047926
                    266,                0.70441,                0.41346,                 1.1077,                0.77657,                0.47421,                 1.1487,                0.91971,                 0.9778,                0.96889,                0.65421,                 1.1322,                0.50304,                  1.772,                 1.1426,                0.59748,                 1.7656,              0.0047728,              0.0047728,              0.0047728
                    267,                  0.719,                0.41395,                 1.1278,                0.79462,                0.47546,                 1.1698,                0.93103,                0.98769,                0.97273,                0.66874,                  1.119,                0.50726,                 1.7605,                 1.1239,                0.64302,                 1.7555,               0.004753,               0.004753,               0.004753
                    268,                0.71748,                0.41292,                 1.1291,                0.78835,                0.46756,                 1.1652,                0.91967,                0.97735,                0.97436,                0.67748,                 1.1105,                0.51971,                 1.7366,                 1.1114,                0.67768,                 1.7294,              0.0047332,              0.0047332,              0.0047332
                    269,                0.72165,                0.41412,                 1.1297,                0.79816,                 0.4521,                 1.1737,                0.92823,                0.96951,                0.96889,                0.66974,                 1.0964,                0.48834,                 1.7345,                 1.1004,                0.55102,                 1.7326,              0.0047134,              0.0047134,              0.0047134
                    270,                0.71293,                0.41176,                 1.1103,                0.79028,                0.46369,                 1.1479,                0.93919,                0.97561,                 0.9678,                0.66656,                 1.1058,                0.47255,                  1.754,                  1.113,                0.51552,                 1.7432,              0.0046936,              0.0046936,              0.0046936
                    271,                0.70122,                0.40741,                 1.1092,                0.77454,                0.43912,                 1.1485,                0.93486,                0.96267,                0.97006,                0.66756,                 1.1274,                0.50024,                 1.7755,                 1.1304,                0.54357,                 1.7676,              0.0046738,              0.0046738,              0.0046738
                    272,                 0.7048,                0.40733,                  1.124,                0.77869,                 0.4437,                 1.1617,                 0.9253,                0.98184,                0.96853,                0.66294,                 1.1292,                0.49393,                 1.7855,                 1.1298,                 0.5126,                 1.7694,               0.004654,               0.004654,               0.004654
                    273,                0.71999,                0.42567,                 1.1143,                0.79033,                0.49443,                 1.1533,                0.93487,                0.96275,                0.97725,                0.67147,                 1.1273,                0.49435,                  1.793,                 1.1222,                0.55794,                 1.7618,              0.0046342,              0.0046342,              0.0046342
                    274,                0.69556,                0.40858,                 1.1105,                0.76595,                0.47199,                 1.1442,                0.93063,                0.98167,                0.97784,                0.67172,                 1.1116,                0.50141,                 1.7743,                 1.1097,                0.60369,                 1.7515,              0.0046144,              0.0046144,              0.0046144
                    275,                0.70621,                0.42665,                 1.1274,                0.78576,                 0.4793,                 1.1704,                0.91037,                0.99092,                0.96904,                0.67045,                 1.1093,                0.51718,                 1.7698,                  1.108,                0.69849,                 1.7429,              0.0045946,              0.0045946,              0.0045946
                    276,                0.70552,                0.42007,                 1.1175,                0.77966,                0.48539,                 1.1508,                0.91464,                0.98001,                0.97262,                0.66373,                 1.1261,                0.60123,                 1.7847,                 1.1336,                0.86029,                 1.7686,              0.0045748,              0.0045748,              0.0045748
                    277,                 0.6977,                0.40166,                 1.1036,                0.76634,                0.43968,                 1.1378,                0.93741,                0.95122,                0.97796,                0.66612,                 1.1345,                 0.5686,                 1.7788,                 1.1351,                0.68896,                 1.7564,               0.004555,               0.004555,               0.004555
                    278,                0.69642,                0.41011,                 1.1202,                0.77942,                0.44037,                  1.164,                0.91476,                0.98152,                0.97416,                0.66988,                 1.1197,                0.52524,                  1.765,                 1.1206,                0.60653,                 1.7548,              0.0045352,              0.0045352,              0.0045352
                    279,                0.71748,                0.41116,                 1.1235,                0.79822,                0.43814,                 1.1632,                0.91652,                0.98171,                0.96911,                0.66673,                 1.1026,                0.49571,                 1.7438,                 1.1139,                0.58084,                 1.7402,              0.0045154,              0.0045154,              0.0045154
                    280,                0.70608,                 0.4208,                  1.113,                0.78891,                0.47888,                 1.1536,                0.92029,                0.98566,                0.98064,                0.67331,                 1.1206,                0.53506,                 1.7587,                 1.1273,                0.69328,                 1.7448,              0.0044956,              0.0044956,              0.0044956
                    281,                0.65397,                0.38258,                 1.0698,                0.73136,                0.40917,                 1.1114,                0.92038,                0.97561,                0.97854,                0.68417,                 1.1191,                0.56841,                 1.7833,                 1.1162,                0.75408,                 1.7693,              0.0044758,              0.0044758,              0.0044758
                    282,                0.69266,                0.41455,                 1.1141,                0.76253,                0.48059,                 1.1529,                0.92412,                0.98171,                0.98141,                0.68397,                 1.1076,                0.52757,                 1.7748,                 1.1058,                0.64837,                 1.7553,               0.004456,               0.004456,               0.004456
                    283,                0.68914,                0.40989,                 1.1086,                0.76405,                0.46309,                 1.1487,                   0.93,                0.95732,                0.98233,                0.68897,                 1.1029,                0.50602,                 1.7438,                  1.098,                0.58452,                 1.7213,              0.0044362,              0.0044362,              0.0044362
                    284,                0.68375,                0.40276,                 1.1056,                0.74848,                0.43021,                 1.1437,                0.90889,                0.97322,                0.98175,                0.69384,                 1.1043,                0.52098,                 1.7505,                 1.1007,                0.59884,                  1.732,              0.0044164,              0.0044164,              0.0044164
                    285,                0.67508,                0.39438,                 1.0832,                0.74413,                0.43032,                 1.1225,                0.94576,                0.95686,                0.97908,                0.68069,                 1.1133,                0.50086,                 1.7478,                 1.1119,                0.54409,                 1.7281,              0.0043966,              0.0043966,              0.0043966
                    286,                0.68795,                0.40606,                 1.1088,                0.75484,                0.45736,                 1.1466,                0.92798,                0.94512,                0.97019,                0.67382,                 1.1072,                 0.5044,                 1.7455,                 1.1079,                0.54947,                 1.7323,              0.0043768,              0.0043768,              0.0043768
                    287,                0.68683,                0.39925,                 1.1094,                 0.7577,                0.45018,                   1.15,                0.92601,                0.94512,                0.97009,                0.67779,                 1.1169,                0.50783,                 1.7591,                 1.1139,                0.55051,                 1.7529,               0.004357,               0.004357,               0.004357
                    288,                0.69022,                0.40251,                 1.1005,                0.76745,                0.45109,                 1.1418,                0.92253,                0.96951,                0.97152,                0.66722,                  1.123,                0.51818,                 1.7766,                  1.125,                0.61337,                 1.7591,              0.0043372,              0.0043372,              0.0043372
                    289,                0.68749,                0.39721,                 1.1014,                0.76761,                0.42837,                 1.1446,                0.90322,                0.97561,                0.96203,                0.65679,                 1.1253,                0.49962,                 1.7808,                 1.1225,                0.57432,                  1.756,              0.0043174,              0.0043174,              0.0043174
                    290,                0.67552,                0.39368,                 1.1008,                0.74976,                0.43772,                 1.1375,                0.89422,                0.97942,                 0.9702,                0.66728,                 1.1315,                0.50361,                 1.7914,                   1.13,                0.56966,                 1.7746,              0.0042976,              0.0042976,              0.0042976
                    291,                0.67057,                0.39432,                 1.0913,                0.74636,                0.42817,                 1.1278,                0.90169,                0.97561,                 0.9665,                0.66376,                 1.1316,                0.53207,                  1.786,                 1.1254,                0.65856,                 1.7562,              0.0042778,              0.0042778,              0.0042778
                    292,                0.67342,                0.38433,                 1.0816,                0.74319,                0.42416,                 1.1195,                0.89309,                0.97561,                0.96646,                0.66222,                 1.1447,                0.54944,                 1.8155,                 1.1431,                0.68996,                 1.7953,               0.004258,               0.004258,               0.004258
                    293,                0.66096,                0.38686,                 1.0966,                0.73766,                0.41818,                  1.135,                0.89976,                0.98518,                0.96354,                0.66226,                 1.1311,                0.53662,                 1.7942,                 1.1248,                 0.6489,                 1.7751,              0.0042382,              0.0042382,              0.0042382
                    294,                 0.6756,                0.40279,                 1.1013,                0.75732,                0.45672,                 1.1428,                0.92531,                0.97561,                0.96457,                 0.6747,                 1.1216,                 0.5169,                 1.7667,                 1.1194,                0.61985,                 1.7612,              0.0042184,              0.0042184,              0.0042184
                    295,                0.67405,                0.38448,                 1.0918,                 0.7495,                0.42302,                 1.1309,                0.92523,                0.98096,                0.96325,                0.66571,                 1.1228,                0.54081,                 1.7805,                 1.1235,                0.68523,                 1.7663,              0.0041986,              0.0041986,              0.0041986
                    296,                0.68494,                0.39908,                 1.0999,                0.75847,                0.43895,                 1.1401,                0.93108,                0.97561,                0.96335,                0.66593,                 1.1113,                0.53708,                 1.7807,                 1.1152,                 0.6472,                  1.767,              0.0041788,              0.0041788,              0.0041788
                    297,                0.66534,                0.39243,                 1.0939,                0.74113,                0.43486,                 1.1341,                0.92907,                0.95122,                0.95567,                0.66029,                 1.1112,                0.53324,                 1.7727,                 1.1121,                0.62827,                  1.757,               0.004159,               0.004159,               0.004159
                    298,                 0.6628,                0.39157,                 1.0879,                0.73415,                0.43343,                 1.1257,                 0.9294,                0.96325,                0.96864,                0.66276,                 1.1163,                0.51627,                 1.7983,                 1.1229,                0.57814,                  1.782,              0.0041392,              0.0041392,              0.0041392
                    299,                0.66614,                0.40019,                 1.0785,                0.74148,                0.45697,                 1.1154,                0.92436,                0.96872,                0.96653,                 0.6614,                  1.126,                0.49927,                 1.8166,                 1.1301,                0.57543,                 1.8008,              0.0041194,              0.0041194,              0.0041194
                    300,                0.66036,                0.38317,                 1.0908,                0.74024,                0.42391,                 1.1287,                0.92352,                0.98171,                0.96698,                0.65604,                 1.1228,                0.51325,                 1.7973,                 1.1281,                0.61548,                   1.79,              0.0040996,              0.0040996,              0.0040996
                    301,                0.64669,                0.38535,                 1.0785,                0.71821,                0.41885,                 1.1157,                0.91907,                0.96951,                 0.9636,                0.66419,                 1.1099,                0.52544,                 1.7822,                 1.1141,                0.67993,                 1.7679,              0.0040798,              0.0040798,              0.0040798
                    302,                0.64253,                0.37561,                 1.0799,                 0.7117,                0.41701,                 1.1171,                0.91884,                0.98171,                0.96477,                 0.6806,                 1.1022,                0.54072,                 1.7643,                 1.1044,                0.72929,                 1.7513,                0.00406,                0.00406,                0.00406
                    303,                0.66686,                0.38604,                 1.0996,                0.73252,                0.41875,                  1.137,                0.90286,                0.98171,                0.96818,                0.67208,                 1.1071,                0.51623,                 1.7648,                 1.1086,                0.63566,                 1.7651,              0.0040402,              0.0040402,              0.0040402
                    304,                0.66544,                0.39609,                 1.0865,                 0.7434,                0.44659,                 1.1263,                0.93317,                0.95732,                0.96933,                0.67382,                 1.1137,                0.50218,                 1.7746,                 1.1107,                0.59256,                 1.7685,              0.0040204,              0.0040204,              0.0040204
                    305,                0.65408,                0.38699,                 1.0852,                0.72541,                0.42966,                  1.122,                0.92942,                0.97561,                0.97081,                0.67655,                 1.1134,                 0.4987,                 1.7681,                 1.1099,                0.61229,                 1.7566,              0.0040006,              0.0040006,              0.0040006
                    306,                0.64022,                0.38389,                 1.0736,                0.72002,                0.43358,                 1.1154,                0.91869,                0.96458,                0.96701,                0.67366,                 1.1024,                0.53138,                 1.7764,                 1.1028,                0.71847,                 1.7672,              0.0039808,              0.0039808,              0.0039808
                    307,                0.64826,                0.37978,                 1.0761,                0.71436,                0.42512,                 1.1144,                0.91975,                0.97846,                0.96625,                0.67763,                 1.1049,                0.54189,                 1.7698,                 1.1069,                0.71511,                 1.7663,               0.003961,               0.003961,               0.003961
                    308,                0.65766,                 0.3951,                 1.0859,                0.73018,                0.42778,                 1.1199,                 0.9194,                0.97374,                0.96781,                0.67558,                 1.1134,                0.55973,                   1.77,                  1.119,                0.74588,                 1.7695,              0.0039412,              0.0039412,              0.0039412
                    309,                0.66578,                0.38777,                 1.0853,                0.74009,                0.43488,                 1.1222,                0.90278,                0.96254,                0.96774,                0.66637,                 1.1105,                   0.55,                 1.7639,                 1.1117,                0.69041,                 1.7583,              0.0039214,              0.0039214,              0.0039214
                    310,                0.64142,                 0.3726,                 1.0789,                0.71781,                 0.3978,                 1.1121,                  0.915,                0.95122,                0.97088,                0.67524,                 1.1068,                0.52827,                 1.7581,                 1.1071,                0.59746,                 1.7441,              0.0039016,              0.0039016,              0.0039016
                    311,                0.64396,                0.37473,                 1.0695,                0.72202,                0.40542,                 1.1114,                 0.9342,                0.93902,                0.96314,                0.67063,                 1.1113,                  0.535,                 1.7692,                 1.1122,                0.60393,                 1.7502,              0.0038818,              0.0038818,              0.0038818
                    312,                0.65451,                0.37768,                 1.0808,                0.72209,                0.41838,                 1.1191,                0.91841,                0.96098,                 0.9711,                0.68373,                 1.1062,                0.52494,                 1.7552,                 1.1025,                0.60117,                 1.7358,               0.003862,               0.003862,               0.003862
                    313,                0.65748,                0.38746,                 1.0889,                 0.7348,                0.43326,                 1.1264,                0.88106,                0.98171,                0.96238,                0.66959,                 1.0962,                0.51612,                 1.7384,                 1.0997,                0.61746,                 1.7212,              0.0038422,              0.0038422,              0.0038422
                    314,                0.64595,                0.38922,                 1.0751,                0.72439,                0.43085,                 1.1145,                0.90269,                 0.9616,                0.95216,                0.67009,                  1.099,                0.51555,                 1.7338,                 1.0985,                0.66272,                 1.7159,              0.0038224,              0.0038224,              0.0038224
                    315,                0.64869,                0.38013,                 1.0757,                0.72155,                0.41822,                 1.1111,                0.89494,                0.98685,                0.96916,                0.67768,                 1.0942,                0.52325,                 1.7335,                 1.0972,                 0.6693,                  1.724,              0.0038026,              0.0038026,              0.0038026
